qid,combined_count,residual_token_count,native_ndcg,native_recall,native_mrr,solr_ndcg,solr_recall,solr_mrr,native_hit_count,solr_hit_count
13398,1,4,0,0,0,0.2895229882348574,0.125,1,1,10
13425,43,4,0.1799314820111718,0.15384615384615385,0.25,0.20827328063201606,0.23076923076923078,0.16666666666666666,10,10
13427,1025,2,0,0,0,0.06625422345438903,0.0625,0.1111111111111111,10,10
13463,737,2,0,0,0,0,0,0,10,10
13465,942,2,0,0,0,0.22009176629808014,0.0625,1,10,10
13471,47,3,0,0,0,0.45228487443419896,0.16,1,10,10
13485,543,1,0,0,0,0,0,0,10,10
13487,117,2,0,0,0,0.11004588314904007,0.0625,0.3333333333333333,10,10
13498,2129,1,0,0,0,0,0,0,10,10
13582,12,4,0.41353896380229244,0.1875,1,0.4258926996953355,0.1875,1,10,10
13595,6,1,0.6489315753318465,0.3125,1,0.5072380780124417,0.3125,0.5,6,6
13613,1496,2,0,0,0,0.21222636597291455,0.06060606060606061,0.5,10,10
13619,280,3,0,0,0,0,0,0,10,10
13623,27,3,0.5309999066793252,0.5384615384615384,0.25,0.9363792118010483,0.6923076923076923,1,10,10
13624,10,4,0.21726071285222984,0.05714285714285714,0.5,0.6177639991612474,0.14285714285714285,1,10,10
13627,75,4,0.06499922211334154,0.034482758620689655,0.1,0.37380854915041295,0.20689655172413793,0.3333333333333333,10,10
13647,726,2,0,0,0,0.07839826897867533,0.06666666666666667,0.16666666666666666,10,10
13650,480,3,0,0,0,0.2984900352767555,0.125,1,10,10
13659,1,4,0,0,0,0.09120217140065603,0.0625,0.2,1,10
13663,54,4,1,0.2564102564102564,1,0.5711601909662336,0.15384615384615385,1,10,10
13665,15,3,0.4690000933206747,0.1875,1,0.5384109300791363,0.3125,1,10,10
13669,16,3,0.6851198693323689,0.2,0.5,0.6163668470816234,0.175,0.5,10,10
13679,1329,3,0,0,0,0,0,0,10,10
13690,285,3,0,0,0,0,0,0,10,10
13693,2614,2,0,0,0,0,0,0,10,10
13695,857,3,0,0,0,0,0,0,10,10
13706,51,3,0,0,0,0,0,0,10,10
13708,8572,2,0,0,0,0,0,0,10,10
13721,158,3,0,0,0,0.3746661058764784,0.1875,1,10,10
13724,1339,2,0,0,0,0,0,0,10,10
13726,405,2,0,0,0,0,0,0,10,10
13735,114,3,0,0,0,0.3222722491219546,0.1875,0.5,10,10
13742,147,3,0,0,0,0,0,0,10,10
13758,181,3,0,0,0,0.15245974194834122,0.05,0.3333333333333333,10,10
13761,24,3,0.800693766409882,0.4375,1,0.6489315753318465,0.3125,1,10,10
13762,1373,2,0,0,0,0.07839826897867533,0.022222222222222223,0.16666666666666666,10,10
13773,47,6,0,0,0,0,0,0,10,10
13782,6408,2,0,0,0,0.08514311764162098,0.0625,0.2,10,10
13785,2378,3,0,0,0,0,0,0,10,10
13792,14,4,0.22009176629808014,0.1,1,0.2934556883974402,0.2,1,10,10
13796,353,3,0,0,0,0.22009176629808014,0.06666666666666667,1,10,10
13801,245,4,0,0,0,0,0,0,10,10
13805,16,2,0.800693766409882,0.4375,1,0.4440973278132556,0.1875,1,10,10
13818,7,4,0.5072380780124417,0.3125,0.5,0.42883980903376634,0.25,0.5,7,10
13824,45,3,0.5512922453031884,0.5833333333333334,0.3333333333333333,0.41320541532308547,0.4166666666666667,0.3333333333333333,10,10
13863,3,1,0,0,0,0,0,0,3,3
13885,3930,2,0,0,0,0.15457433957839825,0.125,0.2,10,10
13890,12744,2,0,0,0,0,0,0,10,10
13895,7,3,0.2240055615151755,0.125,0.5,0.3529461582433961,0.25,0.5,7,10
13919,1,2,0,0,0,0,0,0,1,10
13934,4,4,0.09478836436955078,0.0625,0.25,0.3052348839397011,0.125,1,4,10
13936,1930,3,0,0,0,0.07839826897867533,0.0625,0.16666666666666666,10,10
13945,7037,2,0,0,0,0,0,0,10,10
13949,28,4,0,0,0,0.31328481690174087,0.25,0.3333333333333333,10,10
13951,399,3,0,0,0,0.09478836436955078,0.047619047619047616,0.25,10,10
13954,44,4,0.44173955623824723,0.3333333333333333,0.3333333333333333,0.3301376494471202,0.13333333333333333,1,10,10
13964,1,4,0,0,0,0,0,0,1,10
13970,67,3,0.35895421017163465,0.125,1,0.4422195942380129,0.25,1,10,10
13988,5,2,0.6951116003271834,0.5,1,0.7662747656758899,0.5,1,5,10
14010,4,1,0.5637884576902256,0.2857142857142857,1,0.5637884576902256,0.2857142857142857,1,4,4
14066,19,4,0.727329844310522,0.3157894736842105,1,0.6168295842361273,0.2631578947368421,1,10,10
14068,139,2,0,0,0,0,0,0,10,10
14074,312,2,0,0,0,0.47842151728792726,0.2857142857142857,1,10,10
14082,30,3,0,0,0,0.4636440365082036,0.26666666666666666,1,10,10
14083,28,3,0.43621154230977444,0.1875,0.2,0.47938213678331165,0.15625,0.5,10,10
14088,397,1,0,0,0,0.1388624438735545,0.0625,0.5,10,10
14092,124,2,0,0,0,0.35895421017163465,0.125,1,10,10
14096,3,3,0,0,0,0.2745478892647208,0.13043478260869565,0.5,3,10
14124,21,3,0,0,0,0.4152807670887412,0.1875,1,10,10
14130,6549,4,0,0,0,0,0,0,10,10
14146,64,3,0,0,0,0.41153259956303256,0.3125,0.5,10,10
14161,752,3,0,0,0,0,0,0,10,10
14163,28,3,0.6410457898283652,0.21052631578947367,0.3333333333333333,0.3183191637810562,0.10526315789473684,0.3333333333333333,10,10
14169,14,4,0,0,0,0,0,0,10,10
14178,7,4,0.11004588314904007,0.0625,0.3333333333333333,0,0,0,7,10
14180,1007,2,0,0,0,0,0,0,10,10
14191,1346,2,0,0,0,0.31879392588472627,0.12,0.5,10,10
14195,1333,3,0,0,0,0.38431135260440824,0.1875,1,10,10
14211,686,2,0,0,0,0.4950940324881554,0.3125,0.5,10,10
14213,28,3,0.27267015568947806,0.26666666666666666,0.14285714285714285,0.7151857987862356,0.4,1,10,10
14215,493,2,0,0,0,0.28997736516021183,0.1875,0.3333333333333333,10,10
14227,235,2,0,0,0,0.07839826897867533,0.0625,0.16666666666666666,10,10
14234,322,2,0,0,0,0,0,0,10,10
14240,83,2,0.33169367308920716,0.25,0.25,0.3995688713838975,0.1875,1,10,10
14244,394,3,0,0,0,0,0,0,10,10
14249,160,4,0,0,0,0,0,0,10,10
14250,47,4,0.11004588314904007,0.0625,0.3333333333333333,0,0,0,10,10
14251,1,3,0,0,0,0,0,0,1,10
14267,338,2,0.0636207881989517,0.0625,0.1,0,0,0,10,10
14298,147,3,0,0,0,0.17942561237196952,0.058823529411764705,0.16666666666666666,10,10
14299,555,2,0,0,0,0.06625422345438903,0.0625,0.1111111111111111,10,10
14302,38,3,0.3341815747890168,0.13333333333333333,0.5,0.3239586837541792,0.2,1,10,10
14306,165,3,0,0,0,0.12463049348708151,0.06666666666666667,0.3333333333333333,10,10
14315,101,2,0.33169367308920716,0.25,0.25,0.5220328596374271,0.375,0.5,10,10
14316,13,5,0.4283854321084119,0.2,1,0.2246633760228915,0.2,0.25,10,10
14333,98,2,0.5309999066793252,0.4375,0.25,0.4220949603708207,0.25,0.5,10,10
14345,9,4,0.9566671852577723,0.6,1,0.9566671852577723,0.6,1,9,10
14346,3,2,0.22009176629808014,0.08333333333333333,1,0.22009176629808014,0.08333333333333333,1,3,10
14353,271,2,0,0,0,0,0,0,10,10
14367,32,2,1,0.625,1,0.8603818544462509,0.5,1,10,10
14376,105,1,0.0636207881989517,0.03125,0.1,0,0,0,10,10
14380,22,1,0.12987501165334073,0.1111111111111111,0.1111111111111111,0.18340980524840012,0.1111111111111111,0.3333333333333333,10,10
14406,12,4,0.43621154230977444,0.375,0.2,0.8572048559638626,0.5,1,10,10
14418,107,4,0,0,0,0.2240055615151755,0.125,0.5,10,10
14456,4,6,0.5893002499675077,0.4,1,0.655799919972054,0.5,1,4,10
14462,19,4,0.22870824380075022,0.14285714285714285,0.5,0.36249399002998095,0.14285714285714285,1,10,10
14469,286,2,0.12987501165334073,0.13333333333333333,0.1111111111111111,0.1356854453911663,0.13333333333333333,0.125,10,10
14475,553,3,0,0,0,0,0,0,10,10
14476,108,4,0,0,0,0.40642895671305834,0.18181818181818182,1,10,10
14482,3743,2,0,0,0,0,0,0,10,10
14484,1223,3,0,0,0,0,0,0,10,10
14488,121,4,0,0,0,0.1388624438735545,0.0625,0.5,10,10
14495,1015,3,0,0,0,0,0,0,10,10
14513,47,5,0,0,0,0.06625422345438903,0.03571428571428571,0.1111111111111111,10,10
14516,1946,2,0,0,0,0.09478836436955078,0.0625,0.25,10,10
14522,27,4,0,0,0,0.41057198006764817,0.3125,0.3333333333333333,10,10
14550,658,3,0,0,0,0,0,0,10,10
14554,4,3,0,0,0,0,0,0,4,10
14558,522,2,0,0,0,0.3301376494471202,0.125,1,10,10
14573,156,5,0.3063365306564336,0.25,0.2,0,0,0,10,10
14578,14,4,1,0.625,1,1,0.625,1,10,10
14581,3,6,0,0,0,0,0,0,3,10
14587,1054,3,0,0,0,0,0,0,10,10
14594,1,3,0.279901702223461,0.09090909090909091,1,0.45650001423154074,0.18181818181818182,1,1,10
14597,419,3,0,0,0,0,0,0,10,10
14599,1694,2,0,0,0,0,0,0,10,10
14612,2558,2,0,0,0,0,0,0,10,10
14618,256,1,0,0,0,0,0,0,10,10
14619,177,2,0,0,0,0.1388624438735545,0.0625,0.5,10,10
14621,57,2,0.44173955623824723,0.3333333333333333,0.3333333333333333,0.6203974344166847,0.3333333333333333,1,10,10
14623,56,2,0.09478836436955078,0.0625,0.25,0.09478836436955078,0.0625,0.25,10,10
14625,45,4,0.3063365306564336,0.25,0.2,0.1388624438735545,0.0625,0.5,10,10
14626,17,3,0.1388624438735545,0.0625,0.5,0.07839826897867533,0.0625,0.16666666666666666,10,10
14631,105,2,0,0,0,0.22495301099425682,0.25,0.16666666666666666,10,10
14639,30,2,0,0,0,0.5365986151394594,0.2,1,10,10
14654,20,3,0.5117650925977693,0.1875,1,0.5487973376826973,0.1875,1,10,10
14663,11,2,0.33405144466421555,0.2,0.5,0.5017493542077719,0.26666666666666666,1,10,10
14665,1,2,0,0,0,0,0,0,1,10
14667,94,2,0.24890832702259458,0.14285714285714285,0.5,0.16421958630632802,0.14285714285714285,0.25,10,10
14672,107,3,0.15176219107803537,0.125,0.16666666666666666,0.20483424751859086,0.125,0.3333333333333333,10,10
14685,1619,2,0,0,0,0.1799314820111718,0.14285714285714285,0.25,10,10
14687,139,2,0,0,0,0.21726071285222984,0.125,0.5,10,10
14692,24,4,0.20483424751859086,0.18181818181818182,0.3333333333333333,0.2934556883974402,0.18181818181818182,1,10,10
14695,1142,1,0,0,0,0.4440973278132556,0.1875,1,10,10
14707,33,3,0.12987501165334073,0.05128205128205128,0.1111111111111111,0.6840182226156364,0.15384615384615385,1,10,10
14711,6,7,0.26742619438551957,0.0625,1,0.3236685753595891,0.125,1,6,10
14721,16,1,1,0.625,1,1,0.625,1,10,10
14724,4,2,0.5904068488174995,0.25,1,0.5575071649963957,0.25,1,4,10
14734,1,1,0,0,0,0,0,0,1,1
14767,65,4,0.43621154230977444,0.375,0.2,0.49118023727106,0.25,1,10,10
14804,1,2,0.18660113481564067,0.0625,1,0.2675108717549466,0.125,1,1,10
14834,14,6,0.6410457898283652,0.21621621621621623,0.3333333333333333,0.9119245711012616,0.24324324324324326,1,10,10
14838,31,3,0.20783128667201856,0.3333333333333333,0.14285714285714285,0,0,0,10,10
14841,3,3,0,0,0,0,0,0,3,10
14845,70,4,0,0,0,0.31160588419703505,0.16666666666666666,1,10,10
14847,139,2,0,0,0,0.27218171694829696,0.125,0.5,10,10
14850,3,3,0.29740901205864334,0.0625,1,0.29740901205864334,0.0625,1,3,10
14861,1473,3,0,0,0,0,0,0,10,10
14862,15,2,0,0,0,0.45597401448695507,0.5,0.5,10,10
14863,45,2,0.1388624438735545,0.06666666666666667,0.5,0.22009176629808014,0.06666666666666667,1,10,10
14865,108,3,0.27267015568947806,0.10256410256410256,0.14285714285714285,0.689828656353462,0.15384615384615385,1,10,10
14873,23,3,0,0,0,0.0636207881989517,0.02631578947368421,0.1,10,10
14879,11,2,0.7799082337019198,0.5625,0.5,0.96331803895032,0.625,1,10,10
14891,4,4,0.5893002499675077,0.3076923076923077,1,0.7324836069862786,0.46153846153846156,1,4,10
14904,397,2,0,0,0,0.08514311764162098,0.02857142857142857,0.2,10,10
14905,94,3,0,0,0,0.32776097292662437,0.25,0.25,10,10
14932,11,2,0.796761066247299,0.5,1,0.6421867266689009,0.3125,1,10,10
14934,1,3,0.26742619438551957,0.09090909090909091,1,0.5933931644230691,0.2727272727272727,1,1,10
14975,4,3,0.4256723449865606,0.25,1,0.4256723449865606,0.25,1,4,10
14978,2,4,0.3667314583167897,0.125,1,0.9034474378625221,0.625,1,2,10
14983,37,1,0,0,0,0.7097402150304354,0.4375,1,10,10
14988,14,2,0.19930623359011798,0.21428571428571427,0.125,0.4422195942380129,0.2857142857142857,1,10,10
14992,8,7,0.2885824834094243,0.14814814814814814,0.2,0.5508734094066416,0.18518518518518517,1,8,10
14995,296,3,0,0,0,0,0,0,10,10
15002,3,2,0.5698664345004878,0.1875,1,0.6466492297915689,0.25,1,3,10
15004,62,1,0.35106842466815336,0.3125,0.16666666666666666,0.12987501165334073,0.125,0.1111111111111111,10,10
15005,2,2,0.3667314583167897,0.125,1,0.3667314583167897,0.125,1,2,10
15028,108,4,0,0,0,0.14201905717762703,0.125,0.16666666666666666,10,10
15041,117,4,0,0,0,0,0,0,10,10
15053,36,3,0.26845503571754253,0.1875,0.3333333333333333,0.6212166613240646,0.375,1,10,10
15055,1597,2,0,0,0,0,0,0,10,10
15059,7,3,0.31488013066763093,0.18181818181818182,1,0.2024832320725062,0.18181818181818182,0.5,7,10
15067,537,2,0,0,0,0,0,0,10,10
15070,18,4,0,0,0,0.13305201013572895,0.125,0.125,10,10
15081,55,3,0.2615963259463382,0.2,0.3333333333333333,0.20784473534609824,0.2,0.25,10,10
15088,9,6,0,0,0,0,0,0,9,10
15092,63,3,0,0,0,0.07839826897867533,0.0625,0.16666666666666666,10,10
15116,1,3,0,0,0,0,0,0,1,10
15118,20,4,0.28634598975246917,0.125,1,0.35687885840597894,0.25,0.5,10,10
15129,8,2,0.9094987067248556,0.5,1,0.9900582235857265,0.625,1,8,10
15132,16,4,0.4673791184803735,0.15,0.25,0.606439180544341,0.15,1,10,10
15133,54,5,0,0,0,0.33405144466421555,0.17647058823529413,0.5,10,10
15136,60,4,0.08514311764162098,0.0625,0.2,0.2837125544970318,0.125,1,10,10
15149,64,4,0.11004588314904007,0.0625,0.3333333333333333,0.06625422345438903,0.0625,0.1111111111111111,10,10
15154,1316,2,0,0,0,0,0,0,10,10
15158,2,3,0,0,0,0,0,0,2,10
15161,9,4,0.11502553052133685,0.07142857142857142,0.3333333333333333,0.3190469598143169,0.14285714285714285,1,9,10
15162,87,3,0,0,0,0.12054710171248399,0.0625,0.25,10,10
15164,37,4,0,0,0,0.22311650239148062,0.125,0.5,10,10
15170,72,3,0,0,0,0.22009176629808014,0.0625,1,10,10
15178,38,3,0.22009176629808014,0.0625,1,0.5370079586075637,0.3125,1,10,10
15184,95,5,0,0,0,0,0,0,10,10
15192,72,4,0.08514311764162098,0.0625,0.2,0.15139734109601002,0.125,0.2,10,10
15194,142,4,0,0,0,0.31204907722178066,0.08571428571428572,0.5,10,10
15197,319,4,0,0,0,0,0,0,10,10
15202,599,3,0,0,0,0,0,0,10,10
15205,47,3,0,0,0,0.1388624438735545,0.0625,0.5,10,10
15211,12,1,0.6410457898283652,0.5333333333333333,0.3333333333333333,0.8603818544462509,0.5333333333333333,1,10,10
15226,2,2,0.23930280678108978,0.125,1,0.23930280678108978,0.125,1,2,10
15234,5,3,0.42883980903376634,0.3333333333333333,0.5,0.42883980903376634,0.3333333333333333,0.5,5,10
15243,11,4,0.7846170207230129,0.4666666666666667,1,0.800693766409882,0.4666666666666667,1,10,10
15246,8,1,0.5181145298602742,0.16666666666666666,0.125,0.5894203236940796,0.16666666666666666,0.5,8,8
15255,6,4,0.28686517213507123,0.23076923076923078,0.3333333333333333,0.43079102833470506,0.23076923076923078,1,6,10
15262,16,1,1,0.625,1,1,0.625,1,10,10
15265,321,2,0,0,0,0,0,0,10,10
15270,3,2,0.24890832702259458,0.13333333333333333,0.5,0.22009176629808014,0.06666666666666667,1,3,10
15286,3,2,0.28678053204097154,0.125,0.5,0.5586390833216328,0.25,1,3,5
15292,60,1,0,0,0,0.06943122193677725,0.04,0.125,10,10
15296,60,1,0.1374086302940712,0.125,0.2,0.2824132895898864,0.1875,1,10,10
15299,28,2,0.2710884709729799,0.1875,0.3333333333333333,0.45374257454118544,0.1875,1,10,10
15318,87,2,0.43621154230977444,0.5,0.2,0.8202860308593684,0.6666666666666666,1,10,10
15339,10,2,0.464427382499123,0.375,0.2,0.44670637333560487,0.3125,0.3333333333333333,10,10
15343,9,4,0.70844095012329,0.4,1,0.5999767516907479,0.4666666666666667,0.5,9,10
15373,86,2,0.06943122193677725,0.0625,0.125,0,0,0,10,10
15386,40,2,0,0,0,0.70937536504841,0.4375,1,10,10
15392,72,2,0.866947989864271,0.5714285714285714,1,0.09478836436955078,0.07142857142857142,0.25,10,10
15394,21,3,0.7432262726522397,0.5625,0.5,0.9363792118010483,0.5625,1,10,10
15521,117,3,0,0,0,0.20827328063201606,0.0967741935483871,0.16666666666666666,10,10
15528,14,2,0.5423640154200348,0.2857142857142857,1,0.34181895781690264,0.2857142857142857,0.3333333333333333,10,10
15537,2,1,0.6131471927654584,0.5,1,0.6131471927654584,0.5,1,2,2
15548,120,3,0,0,0,0,0,0,10,10
15549,28,3,0.09478836436955078,0.0625,0.25,0.35895421017163465,0.125,1,10,10
15550,105,8,0,0,0,0,0,0,10,10
15555,70,4,0,0,0,0,0,0,10,10
15557,18,5,0,0,0,0.1073508639320094,0.0625,0.25,10,10
15561,12,3,0,0,0,0,0,0,10,10
15562,159,4,0.08514311764162098,0.0625,0.2,0,0,0,10,10
15566,177,4,0,0,0,0.6332196796270028,0.18518518518518517,1,10,10
15567,3,8,0.2666214314551734,0.125,0.5,0.4661983155060986,0.3125,0.5,3,10
15573,60,4,0.10426501719323238,0.0625,0.25,0.0728781195196487,0.0625,0.1111111111111111,10,10
15575,51,4,0.07336392209936005,0.02631578947368421,0.14285714285714285,0.4690000933206747,0.07894736842105263,1,10,10
15578,182,2,0,0,0,0,0,0,10,10
15579,49,3,0,0,0,0.07336392209936005,0.0625,0.14285714285714285,10,10
15583,1,6,0.30062664428567865,0.16666666666666666,1,0.7011818227475894,0.6666666666666666,1,1,10
15597,191,3,0,0,0,0,0,0,10,10
15599,1,1,0,0,0,0,0,0,1,1
15605,17,5,0.250585414538015,0.11428571428571428,0.14285714285714285,0.8034666743172154,0.22857142857142856,1,10,10
15615,101,2,0,0,0,0,0,0,10,10
15618,89,3,0,0,0,0.2816575879096918,0.075,0.5,10,10
15630,10,4,0,0,0,0.4472539411173282,0.25,1,10,10
15636,842,2,0,0,0,0,0,0,10,10
15668,17,4,0.27267015568947806,0.2857142857142857,0.14285714285714285,0.3195496275649209,0.2857142857142857,0.25,10,10
15693,221,3,0,0,0,0,0,0,10,10
15707,15,4,0.9076130202193858,0.5625,1,0.7432262726522397,0.5625,0.5,10,10
15708,48,2,0,0,0,0.06625422345438903,0.0625,0.1111111111111111,10,10
15713,352,3,0,0,0,0,0,0,10,10
15728,6,2,0.08069862424496003,0.0625,0.3333333333333333,0.10183032621685657,0.0625,0.5,6,10
15729,17,1,0.6957337228540049,0.46153846153846156,1,0.4652979968535429,0.3076923076923077,1,10,10
15736,143,3,0.16354138662029633,0.125,0.2,0.11004588314904007,0.0625,0.3333333333333333,10,10
15740,43,1,0,0,0,0,0,0,10,10
15743,17,4,0,0,0,0.3135358057755075,0.1875,1,10,10
15759,42,3,0.2974092101009605,0.1875,0.5,0,0,0,10,10
15777,90,4,0,0,0,0.12987501165334073,0.15384615384615385,0.1111111111111111,10,10
15781,362,3,0,0,0,0.5766882048947064,0.3125,1,10,10
15783,273,3,0,0,0,0,0,0,10,10
15784,219,2,0,0,0,0.14201905717762703,0.13333333333333333,0.16666666666666666,10,10
15788,117,4,0,0,0,0.36398855705095,0.10810810810810811,1,10,10
15791,757,2,0,0,0,0.11834050333635061,0.125,0.14285714285714285,10,10
15802,353,4,0,0,0,0.23047380976071705,0.11538461538461539,0.25,10,10
15806,59,3,0,0,0,0.28511149356360854,0.21428571428571427,0.5,10,10
15811,436,2,0,0,0,0,0,0,10,10
15813,578,3,0,0,0,0.09684208768602304,0.0625,0.25,10,10
15819,3658,1,0,0,0,0,0,0,10,10
15835,482,3,0,0,0,0,0,0,10,10
15844,18,3,0.1388624438735545,0.0625,0.5,0.4943572357534483,0.25,1,10,10
15845,18,3,1,0.625,1,1,0.625,1,10,10
15846,4,2,0.49801788861082363,0.42857142857142855,0.5,0.6795830221343223,0.42857142857142855,1,4,10
15857,16,3,1,0.625,1,1,0.625,1,10,10
15863,18,2,0.8760549825231239,0.625,1,0.5868720866710773,0.375,1,10,10
15865,1,2,0.4692787260227565,0.3333333333333333,1,0.7928654229965443,1,1,1,10
15872,1,2,0.24209587273488012,0.0625,1,0.3141427378152049,0.125,1,1,10
15877,4,3,0.3301376494471202,0.10526315789473684,1,0.42214645308466847,0.15789473684210525,1,4,10
15887,12,2,0.45650001423154074,0.13333333333333333,1,0.38818246147833363,0.13333333333333333,1,10,10
15888,6,3,0.727329844310522,0.5454545454545454,1,0.933745776545611,0.8181818181818182,1,6,10
15893,3,2,0.40652716006074996,0.125,1,0.24926098697416302,0.0625,1,3,10
15896,81,2,0.6410457898283652,0.3076923076923077,0.3333333333333333,0.37202041156735177,0.11538461538461539,0.5,10,10
15899,1234,3,0,0,0,0,0,0,10,10
15909,97,2,0,0,0,0,0,0,10,10
15910,100,2,0,0,0,0.26742619438551957,0.0625,1,10,10
15923,1,1,0,0,0,0,0,0,1,1
15933,677,1,0,0,0,0.3976722328631673,0.09302325581395349,0.5,10,10
15945,227,2,0,0,0,0.35388057316851623,0.11764705882352941,0.5,10,10
15954,3,2,0.5487973376826973,0.2727272727272727,1,0.9901095028504737,0.9090909090909091,1,3,10
15977,30,1,1,0.4166666666666667,1,1,0.4166666666666667,1,10,10
15990,4,3,0.424926013816671,0.1875,1,0.5173633627401372,0.25,1,4,10
15994,2,2,0.3667314583167897,0.125,1,0.5066841351520387,0.25,1,2,10
16003,36,2,0.0636207881989517,0.06666666666666667,0.1,0.5914640815742043,0.4666666666666667,0.5,10,10
16006,72,2,0,0,0,0.16200618451914695,0.06666666666666667,0.5,10,10
16030,36,3,0.38035721185842725,0.14285714285714285,1,0.09962965242264374,0.07142857142857142,0.2,10,10
16037,4,2,0.6201543156208374,0.26666666666666666,1,0.6201543156208374,0.26666666666666666,1,4,10
16044,210,2,0,0,0,0.22979561007468535,0.1875,0.2,10,10
16048,7,2,0.07336392209936005,0.0625,0.14285714285714285,0.17630010660342912,0.125,0.3333333333333333,7,10
16049,290,2,0,0,0,0,0,0,10,10
16064,17,2,0.6410457898283652,0.5,0.3333333333333333,0.5388856921828065,0.25,1,10,10
16072,6,3,0.8051628502199796,0.8,1,0.6548086577531306,0.6,1,6,10
16081,155,1,0,0,0,0.0636207881989517,0.0625,0.1,10,10
16091,24,3,0.07668368701422457,0.1,0.14285714285714285,0.07668368701422457,0.1,0.14285714285714285,10,10
16112,42,3,0,0,0,0,0,0,10,10
16141,183,3,0,0,0,0.5224955967919309,0.36363636363636365,1,10,10
16163,65,1,0.19930623359011798,0.21428571428571427,0.125,1,0.7142857142857143,1,10,10
16175,5,5,0.08514311764162098,0.0625,0.2,0.227162174819248,0.1875,0.2,5,10
16189,5,3,0.6489315753318465,0.3125,1,0.6594803070902429,0.375,1,5,10
16192,165,2,0,0,0,0.6781440935739185,0.1320754716981132,1,10,10
16195,5,3,0.11505351121173782,0.07692307692307693,0.2,0.21125257092535185,0.15384615384615385,0.3333333333333333,5,10
16207,51,2,0,0,0,0.5684579545875155,0.4,0.5,10,10
16208,47,3,0,0,0,0.4602636499742276,0.10810810810810811,1,10,10
16213,19,2,0.7799082337019198,0.5625,0.5,0.7909506325094736,0.4375,1,10,10
16625,7,1,0.35895421017163465,0.125,1,0.2240055615151755,0.125,0.5,7,7
16705,20,2,0.6469392751612076,0.35714285714285715,1,0.38135635100880655,0.2857142857142857,0.5,10,10
16708,1,2,0,0,0,0,0,0,1,1
16950,5,2,0.6951116003271834,0.35714285714285715,1,0.3349170830068085,0.14285714285714285,1,5,10
16968,297,1,0,0,0,0,0,0,10,10
16971,29,1,0.22009176629808014,0.05,1,0.07336392209936005,0.05,0.14285714285714285,10,10
16992,2,5,0.420027879946489,0.125,1,0.807550100294038,0.4375,1,2,10
16994,38,1,0,0,0,0.465619421248317,0.6666666666666666,0.5,10,10
16998,23,1,0.23047380976071705,0.21428571428571427,0.25,0.486471450249967,0.42857142857142855,0.3333333333333333,10,10
16999,8,2,0,0,0,0,0,0,8,10
17006,24,3,1,0.625,1,0.7542686714597935,0.4375,1,10,10
17023,23,5,0.5022037311331264,0.3125,0.5,0.5009732673492617,0.25,1,10,10
17030,10,3,0.537776958606861,0.5333333333333333,0.3333333333333333,0.686316482485402,0.5333333333333333,1,10,10
17035,9372,1,0,0,0,0,0,0,10,10
17040,751,3,0,0,0,0,0,0,10,10
17041,60,2,0,0,0,0.6275071330616557,0.3125,1,10,10
17044,463,2,0,0,0,0.420217226795578,0.16666666666666666,0.3333333333333333,10,10
17059,11,4,0,0,0,0.20511666732794356,0.125,0.5,10,10
17064,1176,2,0,0,0,0,0,0,10,10
17079,613,2,0,0,0,0.6729606673352074,0.3125,1,10,10
17084,2,3,0.38591686939385267,0.125,1,0.38591686939385267,0.125,1,2,10
17096,3,2,0.2357541930550393,0.0625,1,0.3488755592453615,0.1875,1,3,10
17104,22,2,0.4624273606967018,0.2857142857142857,1,0.4624273606967018,0.2857142857142857,1,10,10
17110,3,3,0.14870450602932167,0.0625,0.3333333333333333,0.29740901205864334,0.0625,1,3,10
17111,62,2,0.43621154230977444,0.42857142857142855,0.2,1,0.7142857142857143,1,10,10
17131,13,4,0.22009176629808014,0.07142857142857142,1,0.11004588314904007,0.07142857142857142,0.3333333333333333,10,10
17143,1052,1,0,0,0,0.33405144466421555,0.12,0.5,10,10
17152,116,2,0.27770865225888025,0.2857142857142857,0.2,0.2127812625407982,0.14285714285714285,0.14285714285714285,10,10
17161,4,2,0.6039094289265273,0.25,1,0.7898580325383667,0.4375,1,4,10
17165,1,2,0,0,0,0.32898368351669033,0.3125,0.16666666666666666,1,10
17167,1,4,0.07668368701422457,0,0,0.4880533880414649,0.26666666666666666,0.5,1,10
17176,2,3,0.22009176629808014,0.02857142857142857,1,0.17318663334822612,0.05714285714285714,0.25,2,10
17182,129,4,0,0,0,0.2837125544970318,0.125,1,10,10
17185,631,2,0,0,0,0.2336508082431053,0.15384615384615385,0.5,10,10
17186,31,4,0,0,0,0.07839826897867533,0.02702702702702703,0.16666666666666666,10,10
17191,167,2,0,0,0,0.5321408435198608,0.25,1,10,10
17215,84,4,0,0,0,0.11004588314904007,0.07142857142857142,0.3333333333333333,10,10
17223,30,4,0,0,0,0.4615686847425479,0.375,0.25,10,10
17251,2336,2,0,0,0,0,0,0,10,10
17253,97,3,0,0,0,0,0,0,10,10
17262,144,3,0.07336392209936005,0.0625,0.14285714285714285,0,0,0,10,10
17264,185,2,0,0,0,0.2572021963064698,0.25,0.3333333333333333,10,10
17276,625,2,0,0,0,0.5572998242663683,0.3125,1,10,10
17283,2,2,0.45650001423154074,0.125,1,0.5286871870681225,0.1875,1,2,5
17526,2,2,0.39484136206016496,0.125,1,0.39484136206016496,0.125,1,2,6
